submission_number,device_name,company,regulatory_pathway,date_of_final_decision,medical_specialty,baseline_ai_function_scope,ai_function_scope,baseline_clinical_function_group,clinical_function_group
K243808,Rayvolve PTX-PE,AZmed,510k,2025-03-21,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K243810,TraumaCad Neo (1.1),Brainlab Ltd.,510k,2025-06-04,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K243812,Volta AF-Xplorer,Volta Medical,510k,2025-05-09,Cardiovascular,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K243831,Rayvolve LN,AZmed,510k,2025-03-26,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K243851,CHLOE BLAST,Fairtility Ltd.,510k,2025-08-15,Obstetrics and Gynecology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K243853,Clarius Prostate AI,Clarius Mobile Health Corp.,510k,2025-04-16,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K243859,PRAEVAorta®2,Nurea,510k,2025-08-29,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K243862,LVivo Software Application,DiA Imaging Analysis Ltd.,510k,2025-03-17,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K243863,Opulus Lymphoma Precision,"Roche Molecular Systems, Inc.",510k,2025-05-30,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K243866,InVision Precision Cardiac Amyloid,InVision Medical Technology Corporation,510k,2025-05-21,Cardiovascular,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K243878,CLARUS (700),"Carl Zeiss Meditec, Inc.",510k,2025-04-17,Ophthalmic,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K243884,TAVIPILOT,Caranx Medical,510k,2025-07-07,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K243891,EarliPoint System,EarliTec Diagnostics,510k,2025-03-26,Neurology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K243893,Second Opinion® Pediatric,"Pearl, Inc.",510k,2025-05-05,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K243919,Voxel Dosimetry (00859873006226),Hermes Medical Solutions AB,510k,2025-07-30,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K243933,Ceevra Reveal 3+,"Ceevra, Inc.",510k,2025-03-04,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K243937,Accuro 3S,"Rivanna Medical, Inc.",510k,2025-05-23,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K243950,ARVIS® Shoulder,Kico Knee Innovation Company Pty Ltd,510k,2025-01-13,Neurology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K243955,Precision AI Surgical Planning System (PAI-SPS),Precision AI Pty Ltd,510k,2025-01-21,Orthopedic,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K243989,Second Opinion® 3D,"Pearl, Inc.",510k,2025-05-23,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K244002,AngioWaveNet,"Angiowave Imaging, Inc.",510k,2025-09-10,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K244023,MAGENTIQ-COLO (ME-APDS),Magentiq Eye LTD,510k,2025-01-24,Gastroenterology-Urology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K244027,SANSA HSAT,Huxley Medical,510k,2025-01-28,Anesthesiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250003,GENESEEQPRIME NGS Tumor Profiling Assay (FFPE) (GS6005),Geneseeq Technology Inc.,510k,2025-08-29,Pathology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250005,Clever One,"Ewoosoft Co., Ltd",510k,2025-05-23,Radiology,DEVICE_FUNCTION_AI_ATTRIBUTION_UNRESOLVED,DEVICE_FUNCTION_AI_ATTRIBUTION_UNRESOLVED,UNCERTAIN,UNCERTAIN
K250023,SMART PCFD,Disior Ltd,510k,2025-09-29,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250035,Contour ProtégéAI+,MIM Software Inc.,510k,2025-02-03,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250042,PeekMed web,"Peek Health, S.A.",510k,2025-03-19,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250064,Dose+ (1.0),Mvision AI Oy,510k,2025-09-04,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250086,OTS Hip,Ortoma AB,510k,2025-05-16,Neurology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K250087,Vscan Air,GE Medical Systems Ultrasound and Primary Care Diagnostics,510k,2025-05-01,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K250096,Felix NeuroAI  System,Fasikl Incorporated,510k,2025-07-01,Neurology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250119,Tempus ECG-Low EF,"Tempus AI, Inc.",510k,2025-07-15,Cardiovascular,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250151,Us2.ca,Eko.Ai Pte Ltd. D/B/A Us2.Ai,510k,2025-06-20,Cardiovascular,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250177,EPIQ Series Diagnostic Ultrasound System; Affiniti Series Diagnostic Ultrasound System,Philips Ultrasound LLC,510k,2025-04-10,Radiology,DEVICE_FUNCTION_AI_ATTRIBUTION_UNRESOLVED,DEVICE_FUNCTION_AI_ATTRIBUTION_UNRESOLVED,UNCERTAIN,UNCERTAIN
K250186,GoLIF! Lumbar Interbody Fusion System,"GetSet Surgical, SA",510k,2025-03-21,Orthopedic,DEVICE_FUNCTION_AI_ATTRIBUTION_UNRESOLVED,DEVICE_FUNCTION_AI_ATTRIBUTION_UNRESOLVED,UNCERTAIN,UNCERTAIN
K250221,StrokeSENS ASPECTS Software Application,Circle Cardiovascular Imaging Inc.,510k,2025-07-01,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250226,Clarius Median Nerve AI,Clarius Mobile Health Corp.,510k,2025-05-08,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250233,PreemptiveAI Clinical SDK,"Measure Labs, Inc. (Dba Preemptiveai, Inc.)",510k,2026-02-13,Cardiovascular,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250236,Swoop® Portable MR Imaging® System (V2),"Hyperfine, Inc.",510k,2025-05-30,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250237,InferOperate Suite,"Beijing Infervision Healthcare Medical Technology Co., Ltd.",510k,2025-09-15,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250246,uMR Jupiter,"Shanghai United Imaging Healthcare Co., Ltd.",510k,2025-08-05,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K250248,BriefCase-Triage,"Aidoc Medical, Ltd.",510k,2025-02-14,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250255,xvision Spine system,Augmedics Ltd.,510k,2025-03-13,Neurology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250264,SugarBug (1.x),"Bench7, Inc.",510k,2025-11-07,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250268,HyperSnap Surgical System (HSS),Hypervision Surgical,510k,2025-06-24,Gastroenterology-Urology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250288,TeraRecon Cardiovascular.Calcification.CT,"Terarecon,Inc.",510k,2025-10-23,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250290,SurgiTwin,Twinsight,510k,2025-08-29,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250328,UltraExtend NX CUW-U001S V2.0 Ultrasound Image Analysis Program,Canon Medical Systems Corporation,510k,2025-04-30,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250330,3mensio Workstation,Pie Medical Imaging BV,510k,2025-11-03,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250337,AiORTA - Plan,"ViTAA Medical Solutions, Inc.",510k,2025-10-30,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250354,"Viz Subdural+, Viz SUBDURAL PLUS","Viz.ai, Inc.",510k,2025-06-10,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250367,CoLumboX,Smart Soft Healthcare AD,510k,2025-05-28,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250369,Axial3D Insight,Axial Medical Printing Limited,510k,2025-09-18,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250370,SCENARIA View Phase 5.0,FUJIFILM Corporation,510k,2025-05-20,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K250379,SIGNA Prime Elite,"GE Medical Systems, LLC",510k,2025-03-17,Radiology,DEVICE_FUNCTION_AI_ATTRIBUTION_UNRESOLVED,DEVICE_FUNCTION_AI_ATTRIBUTION_UNRESOLVED,UNCERTAIN,UNCERTAIN
K250416,GBrain MRI,"Galileo CDS, Inc",510k,2025-04-11,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250427,TAIMedImg DeepMets,"Taiwan Medical Imaging Co., Ltd.",510k,2025-05-28,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250436,MAGNETOM Flow.Ace; MAGNETOM Flow.Plus,"Siemens Shenzhen Magnetic Resonance , Ltd.",510k,2025-06-16,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,UNCERTAIN,UNCERTAIN
K250440,"RT Elements  (4.5); (Elements) Multiple Brain Mets SRS; (Elements) Cranial SRS; (Elements) Spine SRS; (Elements) Cranial SRS w/ Cones; (Elements) RT Planning Platform; (Elements) Dose Review; (Elements) Retreatment Review; Elements Segmentation [Cranial , Basal Ganglia, Head & Neck, Pelvic, Spine, Thoracic & Spine, Extracranial] RT; Elements AI Tumor Segmentation RT; Elements SmartBrush [Angio, Spine] RT; Elements Object Management RT",Brainlab AG,510k,2025-06-17,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K250443,MAGNETOM Avanto Fit; MAGNETOM Skyra Fit; MAGNETOM Sola Fit; MAGNETOM Viato.Mobile,Siemens Healthcare GmbH,510k,2025-06-16,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,UNCERTAIN,UNCERTAIN
K250484,PIUR tUS inside,PIUR Imaging GmbH,510k,2025-06-30,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250507,Hypertension Notification Feature (HTNF),Apple Inc.,510k,2025-09-11,Cardiovascular,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250515,EpiMonitor,Empatica  Srl,510k,2025-06-19,Neurology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K250525,Second Opinion® Panoramic,"Pearl, Inc.",510k,2025-11-14,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250543,Voluson Performance 16; Voluson Performance 18,GE Medical Systems Ultrasound and Primary care Diagnostics,510k,2025-05-29,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K250569,Cardiologs Holter Platform,Philips France Commercial,510k,2025-08-06,Cardiovascular,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250649,Bunkerhill ECG-EF,BunkerHill Health,510k,2025-09-19,Cardiovascular,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250650,SpotLight / SpotLight Duo with Low Dose Lung Cancer Screening Option,Arineta Ltd.,510k,2025-04-15,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250652,ECG-AI Low Ejection Fraction (LEF) 12-Lead algorithm (1010),"Anumana, Inc.",510k,2025-07-28,Cardiovascular,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250655,Deep Capsule® (Deep Capsule US),Digestaid - Artificial Intelligence Development SA,510k,2026-03-12,Gastroenterology-Urology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250660,LUMINOS Q.namix T; LUMINOS Q.namix R,Siemens Medical Solutions,510k,2025-07-14,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K250662,Bunkerhill MAC,Bunkerhill Health,510k,2025-10-03,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250670,EchoConfidence (USA),Mycardium AI Limited,510k,2025-06-30,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250685,Methinks NCCT Stroke,Methinks Software S.L.,510k,2025-06-16,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250686,GyriCalc (Version 1.0.0),NeuroSpectrum Insights Corp.,510k,2025-07-22,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250694,Scaida BrainCT-ICH (v1.0),Mlhealth 360,510k,2025-11-25,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250738,YSIO X.pree,Siemens Medical Solutions,510k,2025-07-31,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K250749,PhysCade System,"PhysCade, Inc.",510k,2025-06-04,Cardiovascular,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250753,VELMENI for DENTISTS (V4D),Velmeni Inc.,510k,2025-09-02,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250754,cmAngio® (V1.6),"CureMetrix, Inc.",510k,2025-04-10,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250755,DS Core Diagnosis,Dentsply Sirona Inc.,510k,2025-08-12,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250766,LungQ 4,Thirona BV,510k,2025-10-02,Radiology,DEVICE_FUNCTION_AI_ATTRIBUTION_UNRESOLVED,DEVICE_FUNCTION_AI_ATTRIBUTION_UNRESOLVED,UNCERTAIN,UNCERTAIN
K250780,ARTAssistant,"Manteia Technologies Co., Ltd.",510k,2025-12-05,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250788,Definium Tempo Select,"GE Hualun Medical Systems Co., Ltd",510k,2025-08-28,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250818,Nerveblox,Smart Alfa Teknoloji San. Ve Tic. A.S.,510k,2025-08-15,Anesthesiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250831,Annalise Enterprise,Annalise-AI,510k,2025-04-23,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K250877,TMINI Miniature Robotic System,"THINK Surgical, Inc.",510k,2025-06-20,Neurology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250882,SANSA HSAT,Huxley Medical,510k,2025-10-29,Anesthesiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250886,EPIQ Series Diagnostic Ultrasound Systems; Affiniti Series Diagnostic Ultrasound Systems,Philips Ultrasound LLC,510k,2025-06-18,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250901,"Vantage Fortian/Orian 1.5T, MRT-1550, V10.0 with AiCE Reconstruction Processing Unit for MR",Canon Medical Systems Corporation,510k,2025-07-22,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250902,HeartFlow Analysis,"HeartFlow, Inc.",510k,2025-07-18,Cardiovascular,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K250914,MediAI-BA,"Crescom Co., Ltd.",510k,2025-12-18,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250932,DeepRhythmAI,Medicalgorithmics S.A.,510k,2025-05-27,Cardiovascular,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250941,Revolution Vibe,"GE Medical Systems, LLC",510k,2025-08-01,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K250959,BioticsAI,"Bioticsai, Inc.",510k,2025-12-22,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250984,Maestro System (REF100),Moon Surgical,510k,2025-06-27,Gastroenterology-Urology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K250999,V8 Diagnostic Ultrasound System; cV8 Diagnostic Ultrasound System; V7 Diagnostic Ultrasound System; cV7 Diagnostic Ultrasound System; V6 Diagnostic Ultrasound System; cV6 Diagnostic Ultrasound System; V5 Diagnostic Ultrasound System; cV5 Diagnostic Ultrasound System; V4 Diagnostic Ultrasound System; cV4 Diagnostic Ultrasound System,"Samsung Medison Co., Ltd.",510k,2025-07-18,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K251002,Videa Dental AI,VideaHealth Inc.,510k,2025-09-19,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K251009,Cirrus Resting State fMRI Software,"Sora Neuroscience, Inc.",510k,2025-06-06,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K251027,cvi42 Coronary Plaque Software Application,"Circle Cardiovascular Imaging, Inc.",510k,2025-10-27,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K251029,"Vista OS, Vista AI Scan, RTHawk","Vista AI, Inc.",510k,2025-08-21,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K251059,Syngo Carbon Clinicals (VA41),Siemens Healthineers AG,510k,2025-10-24,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K251071,Fetal EchoScan (v1.1),BrightHeart,510k,2025-05-02,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K251072,Segmentron Viewer,"DGNCT, LLC",510k,2025-09-09,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K251078,AutoDensity,Eos Imaging,510k,2025-11-14,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K251082,HYDROS Robotic System (HY1000); HYDROS Handpiece (HH1000); HYDROS TRUS Probe (HU1000),Procept Biorobotics,510k,2025-10-10,General and Plastic Surgery,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K251096,PeekMed web,"Peek Health, S.A.",510k,2025-07-14,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K251106,Sonosite LX and Sonosite PX Ultrasound Systems,Fujifilm Sonosite Inc,510k,2025-08-29,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
