annotation_id,field,codes,other_note_en,other_note_status,note_original_language,note_processing,note_original_sha256,retained_field_record_number,retained_input_sha256,retained_source_column
K241582:action,action,INTERPRETATION_OR_DIAGNOSIS;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,6941,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K241582:output,output,CLASSIFICATION_OR_DIAGNOSIS;SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,6938,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K241582:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,6940,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K241676:action,action,INTERPRETATION_OR_DIAGNOSIS;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,1553,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K241681:action,action,INTERPRETATION_OR_DIAGNOSIS;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,6989,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K241684:setting,setting,OTHER,Dental charting/image review; physical venue not specified.,SINGLE_OTHER_EXISTING_FIELD_REASON,en_or_latin,RETAINED_ENGLISH_OR_LATIN_TEXT,ec7206480fefed7640a9153ad84ec92bccd956aa099d46f891037428a7435fe3,6994,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K241837:setting,setting,OTHER,Radiotherapy planning/adaptive-therapy workflow; physical venue unspecified.,SINGLE_OTHER_EXISTING_FIELD_REASON,en_or_latin,RETAINED_ENGLISH_OR_LATIN_TEXT,126cd5affd847daf719351dc8783acabcd0e047689eefd0ae2e7314fae93641c,7042,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K241982:setting,setting,OTHER,Professional MRI reconstruction workflow; physical venue and particular downstream diagnostic task unspecified.,SINGLE_OTHER_EXISTING_FIELD_REASON,en_or_latin,RETAINED_ENGLISH_OR_LATIN_TEXT,52b345f3ce17a49491f60a700161ff80d2dec7fffa495cc54fb67a5cc19ee87b,7090,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K242062:action,action,OTHER,User views quantitative analysis; specific ensuing diagnosis/therapy decision not disclosed.,SINGLE_OTHER_EXISTING_FIELD_REASON,en_or_latin,RETAINED_ENGLISH_OR_LATIN_TEXT,45f0d1a52069d4eff701e778572634029cf91a1766969fdc17afb9183eda184a,7121,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K242062:setting,setting,OTHER,CMR structure/function/flow assessment; no care venue or particular diagnostic workflow specified.,SINGLE_OTHER_EXISTING_FIELD_REASON,en_or_latin,RETAINED_ENGLISH_OR_LATIN_TEXT,9115a271ef42b40a987065e1fbe4fe0f8d620173eedb9f6efea15164b3c52dd6,7120,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K242168:output,output,OTHER,"IMAGE_SORTING_AND_QUALITY_GRADING; other functions are partly visible, and their outputs are not detailed. Segmentation or disease diagnosis is not inferred from training masks.",SINGLE_OTHER_EXISTING_FIELD_REASON,zh,AI_ASSISTED_ENGLISH_TRANSLATION,d0b9205b432ca941024bfcf23741e6ebed2d5b0aa530af6f75c44a87992a235b,7142,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K242168:setting,setting,OTHER,"Hospital/medical clinic is explicit, without specifically indicating inpatient use; primarily OB/GYN ultrasound.",SINGLE_OTHER_EXISTING_FIELD_REASON,zh,AI_ASSISTED_ENGLISH_TRANSLATION,2789cd547428e8d409944b90542688e77583b0065acae2909b6dbd03706ac167,7144,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K242334:setting,setting,OTHER,Imaging center/clinic/hospital; inpatient/outpatient settings are not specified.,SINGLE_OTHER_EXISTING_FIELD_REASON,zh,AI_ASSISTED_ENGLISH_TRANSLATION,c5987768523f80a5f61824bd13749e96b6ca8427dd903fa13c2c4cf7c9f1181d,7210,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K242403:setting,setting,OTHER,CT acquisition/reconstruction use; the clinical location is not detailed.,SINGLE_OTHER_EXISTING_FIELD_REASON,zh,AI_ASSISTED_ENGLISH_TRANSLATION,f559a59e9b0331b66eada3f5a7e160a1812cf5219cf37b0f2dc26a3f54be7c86,7240,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K242444:output,output,MEASUREMENT_OR_QUANTIFICATION;OTHER,view recognition,EXPLICIT_OTHER_ASSIGNMENT_IN_RETAINED_REASON,en_or_latin,RETAINED_ENGLISH_OR_LATIN_TEXT,d3df65ffc0e7b1a196a4f5712c73f3b9486ed5d65734b9405c3cdf0c2a2f8f4a,7250,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K242511:output,output,MEASUREMENT_OR_QUANTIFICATION;DETECTION_OR_ALERT;SEGMENTATION_OR_LOCALIZATION;OTHER,view recognition,EXPLICIT_OTHER_ASSIGNMENT_IN_RETAINED_REASON,en_or_latin,RETAINED_ENGLISH_OR_LATIN_TEXT,d3df65ffc0e7b1a196a4f5712c73f3b9486ed5d65734b9405c3cdf0c2a2f8f4a,7280,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K242523:output,output,MEASUREMENT_OR_QUANTIFICATION;OTHER,view classification,EXPLICIT_OTHER_ASSIGNMENT_IN_RETAINED_REASON,en_or_latin,RETAINED_ENGLISH_OR_LATIN_TEXT,f9149cfaa4ff88ed58214d9e7b2247fbddede150bace2b446a5b1cfc16eef4e9,7292,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K242594:output,output,MEASUREMENT_OR_QUANTIFICATION;SEGMENTATION_OR_LOCALIZATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7304,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K242737:user,user,OTHER_CLINICIAN;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,831,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K242748:output,output,RECOMMENDATION_OR_PLANNING;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7352,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K242807:output,output,RECOMMENDATION_OR_PLANNING;CONTROL_OR_AUTOMATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7370,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K242807:setting,setting,OTHER,An echocardiographic acquisition context; the physical setting is not specifically defined.,SINGLE_OTHER_EXISTING_FIELD_REASON,zh,AI_ASSISTED_ENGLISH_TRANSLATION,6e54c4cd76275b20e1ffa4ebfe5a54c0ec588914be79c76275090a333357e217,7372,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K243065:output,output,RECOMMENDATION_OR_PLANNING;CONTROL_OR_AUTOMATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7436,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K243065:setting,setting,OTHER,An echocardiographic acquisition context; the physical setting is not specified.,SINGLE_OTHER_EXISTING_FIELD_REASON,zh,AI_ASSISTED_ENGLISH_TRANSLATION,e3bcd3dfab2ba5d9b9f66f756b4606446d85a6610200c525a3105ff99211c662,7438,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K243122:output,output,RECONSTRUCTION_OR_ENHANCEMENT;MEASUREMENT_OR_QUANTIFICATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7442,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K243122:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7444,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K243235:output,output,MEASUREMENT_OR_QUANTIFICATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7490,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K243250:setting,setting,OTHER,Imaging center/clinic/hospital; inpatient use is not inferred.,SINGLE_OTHER_EXISTING_FIELD_REASON,zh,AI_ASSISTED_ENGLISH_TRANSLATION,0a78a6f2d8a117d0d8d07e60fca9cb1b5a15d2927cf69f3372abc88c4a12521d,7504,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K243253:setting,setting,OTHER,Ultrasound examination in professional healthcare facilities; inpatient/OR use is not assumed by default.,SINGLE_OTHER_EXISTING_FIELD_REASON,zh,AI_ASSISTED_ENGLISH_TRANSLATION,64a10d7acb03b05c9d132f1ea115ceecae68e14d4c9738c925471248332fd6c2,7510,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K243341:output,output,DETECTION_OR_ALERT;SEGMENTATION_OR_LOCALIZATION;OTHER;DOCUMENTATION_OR_SUMMARY,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7538,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K243348:setting,setting,HOME_OR_CONSUMER;MONITORING;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,1510,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K243376:output,output,CONTROL_OR_AUTOMATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7556,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K243397:output,output,RECONSTRUCTION_OR_ENHANCEMENT;MEASUREMENT_OR_QUANTIFICATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7568,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K243397:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7570,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K243523:setting,setting,OTHER,Scan preparation/range-setting context; the whole system's lung-screening IFU is not used to assign settings to all algorithms.,SINGLE_OTHER_EXISTING_FIELD_REASON,zh,AI_ASSISTED_ENGLISH_TRANSLATION,ef7b2fa03707c5e54c85891932031442f0afe8ff970ad3fa8448b26f8dec5a99,7582,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K243547:output,output,RECONSTRUCTION_OR_ENHANCEMENT;RECOMMENDATION_OR_PLANNING;CONTROL_OR_AUTOMATION;MEASUREMENT_OR_QUANTIFICATION;SEGMENTATION_OR_LOCALIZATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7592,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K243547:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7594,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K243620:setting,setting,DIAGNOSTIC_INTERPRETATION;PROCEDURAL_OR_OPERATING_ROOM;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7624,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K243628:setting,setting,DIAGNOSTIC_INTERPRETATION;PROCEDURAL_OR_OPERATING_ROOM;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7630,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K243667:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7654,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K243681:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7672,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K243684:output,output,CLASSIFICATION_OR_DIAGNOSIS;DOCUMENTATION_OR_SUMMARY;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7676,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K243684:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7678,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K243687:setting,setting,MONITORING;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,850,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K243702:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7708,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K243743:output,output,DETECTION_OR_ALERT;CLASSIFICATION_OR_DIAGNOSIS;SEGMENTATION_OR_LOCALIZATION;OTHER;DOCUMENTATION_OR_SUMMARY,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,1868,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K243769:user,user,OTHER_PHYSICIAN;OTHER_CLINICIAN;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7725,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K243793:output,output,MEASUREMENT_OR_QUANTIFICATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7736,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K243793:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7738,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K243794:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7744,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K243859:setting,setting,DIAGNOSTIC_INTERPRETATION;MONITORING;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7774,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K243862:output,output,MEASUREMENT_OR_QUANTIFICATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7778,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K243862:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7780,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K243937:setting,setting,PROCEDURAL_OR_OPERATING_ROOM;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7816,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K244027:output,output,MEASUREMENT_OR_QUANTIFICATION;CLASSIFICATION_OR_DIAGNOSIS;DOCUMENTATION_OR_SUMMARY;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,122,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K244027:setting,setting,HOME_OR_CONSUMER;DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,124,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K250023:setting,setting,DIAGNOSTIC_INTERPRETATION;PROCEDURAL_OR_OPERATING_ROOM;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7840,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K250042:setting,setting,PROCEDURAL_OR_OPERATING_ROOM;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7852,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K250087:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7864,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K250087:user,user,OTHER_CLINICIAN;OTHER_PHYSICIAN;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7863,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K250119:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,868,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K250233:output,output,MEASUREMENT_OR_QUANTIFICATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,878,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K250233:setting,setting,MONITORING;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,880,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K250236:setting,setting,DIAGNOSTIC_INTERPRETATION;ACUTE_TRIAGE_OR_EMERGENCY;INPATIENT;OUTPATIENT;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7888,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K250246:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7900,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K250268:action,action,MONITORING_OR_FOLLOW_UP;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,1265,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K250288:setting,setting,OTHER,Image processing for calcium scoring; no diagnostic-tool claim is made.,SINGLE_OTHER_EXISTING_FIELD_REASON,zh,AI_ASSISTED_ENGLISH_TRANSLATION,bf462f11416931a7823361ad7a82e1c74974c9b974e7c68a71ebb46e44c61d84,7918,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K250290:setting,setting,PROCEDURAL_OR_OPERATING_ROOM;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7924,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K250328:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7930,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K250369:setting,setting,DIAGNOSTIC_INTERPRETATION;PROCEDURAL_OR_OPERATING_ROOM;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7960,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K250370:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7966,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K250416:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,7978,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K250515:setting,setting,HOME_OR_CONSUMER;MONITORING;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,1906,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K250543:output,output,OTHER,SonoLystLive IMAGE_QUALITY_GRADING; outputs of other transferred functions are only partly described.,SINGLE_OTHER_EXISTING_FIELD_REASON,zh,AI_ASSISTED_ENGLISH_TRANSLATION,dfc06443ad8010d664a09551ae3259ab5b12dae33648a18baa4e7ef8347fce0d,8018,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K250543:setting,setting,OTHER,OBGYN scanning in a hospital/medical clinic.,SINGLE_OTHER_EXISTING_FIELD_REASON,zh,AI_ASSISTED_ENGLISH_TRANSLATION,a7c39b93c4a59bb79064115aa94d420f2ed1e1ebb9e826cf14e23f3083f5ccbc,8020,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K250660:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,8032,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K250662:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,8038,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K250694:setting,setting,ACUTE_TRIAGE_OR_EMERGENCY;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,8062,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K250738:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,8068,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K250749:output,output,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,908,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K250788:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,8104,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
