annotation_id,submission_number,field,baseline_codes,codes,annotation_state,source_limited,limitation_layer
K242388:component_status,K242388,component_status,MULTIPLE,MULTIPLE,CODED,false,NONE
K242403:input,K242403,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K242403:output,K242403,output,RECONSTRUCTION_OR_ENHANCEMENT,RECONSTRUCTION_OR_ENHANCEMENT,CODED,false,NONE
K242403:user,K242403,user,OTHER_PHYSICIAN,OTHER_PHYSICIAN,CODED,false,NONE
K242403:setting,K242403,setting,OTHER,OTHER,CODED,false,NONE
K242403:action,K242403,action,NOT_STATED,NOT_STATED,NOT_STATED,true,FIELD_NOT_STATED
K242403:component_status,K242403,component_status,SINGLE,SINGLE,CODED,false,NONE
K242437:input,K242437,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K242437:output,K242437,output,DETECTION_OR_ALERT;SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION,DETECTION_OR_ALERT;SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION,CODED,false,NONE
K242437:user,K242437,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K242437:setting,K242437,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K242437:action,K242437,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K242437:component_status,K242437,component_status,MULTIPLE,MULTIPLE,CODED,false,NONE
K242444:input,K242444,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K242444:output,K242444,output,MEASUREMENT_OR_QUANTIFICATION;OTHER,MEASUREMENT_OR_QUANTIFICATION;OTHER,CODED,false,NONE
K242444:user,K242444,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K242444:setting,K242444,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K242444:action,K242444,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K242444:component_status,K242444,component_status,MULTIPLE,MULTIPLE,CODED,false,NONE
K242447:input,K242447,input,PHYSIOLOGICAL_SIGNAL,PHYSIOLOGICAL_SIGNAL,CODED,false,NONE
K242447:output,K242447,output,CLASSIFICATION_OR_DIAGNOSIS;MEASUREMENT_OR_QUANTIFICATION,CLASSIFICATION_OR_DIAGNOSIS;MEASUREMENT_OR_QUANTIFICATION,CODED,false,NONE
K242447:user,K242447,user,OTHER_PHYSICIAN,OTHER_PHYSICIAN,CODED,false,NONE
K242447:setting,K242447,setting,HOME_OR_CONSUMER;DIAGNOSTIC_INTERPRETATION,HOME_OR_CONSUMER;DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K242447:action,K242447,action,INTERPRETATION_OR_DIAGNOSIS;MONITORING_OR_FOLLOW_UP,INTERPRETATION_OR_DIAGNOSIS;MONITORING_OR_FOLLOW_UP,CODED,false,NONE
K242447:component_status,K242447,component_status,SINGLE,SINGLE,CODED,false,NONE
K242461:input,K242461,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K242461:output,K242461,output,SEGMENTATION_OR_LOCALIZATION,SEGMENTATION_OR_LOCALIZATION,CODED,false,NONE
K242461:user,K242461,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K242461:setting,K242461,setting,PROCEDURAL_OR_OPERATING_ROOM,PROCEDURAL_OR_OPERATING_ROOM,CODED,false,NONE
K242461:action,K242461,action,TREATMENT_OR_PROCEDURE_PLANNING,TREATMENT_OR_PROCEDURE_PLANNING,CODED,false,NONE
K242461:component_status,K242461,component_status,SINGLE,SINGLE,CODED,false,NONE
K242467:input,K242467,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K242467:output,K242467,output,DETECTION_OR_ALERT;DOCUMENTATION_OR_SUMMARY,DETECTION_OR_ALERT;DOCUMENTATION_OR_SUMMARY,CODED,false,NONE
K242467:user,K242467,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K242467:setting,K242467,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K242467:action,K242467,action,REFERRAL_OR_ESCALATION;INTERPRETATION_OR_DIAGNOSIS,REFERRAL_OR_ESCALATION;INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K242467:component_status,K242467,component_status,SINGLE,SINGLE,CODED,false,NONE
K242480:input,K242480,input,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K242480:output,K242480,output,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K242480:user,K242480,user,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K242480:setting,K242480,setting,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K242480:action,K242480,action,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K242480:component_status,K242480,component_status,UNCERTAIN,UNCERTAIN,UNCERTAIN,true,AI_ATTRIBUTION_BARRIER
K242488:input,K242488,input,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K242488:output,K242488,output,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K242488:user,K242488,user,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K242488:setting,K242488,setting,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K242488:action,K242488,action,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K242488:component_status,K242488,component_status,UNCERTAIN,UNCERTAIN,UNCERTAIN,true,AI_ATTRIBUTION_BARRIER
K242500:input,K242500,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K242500:output,K242500,output,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION,CODED,false,NONE
K242500:user,K242500,user,RADIOLOGIST;OTHER_PHYSICIAN;OTHER_CLINICIAN,RADIOLOGIST;OTHER_PHYSICIAN;OTHER_CLINICIAN,CODED,false,NONE
K242500:setting,K242500,setting,PROCEDURAL_OR_OPERATING_ROOM,PROCEDURAL_OR_OPERATING_ROOM,CODED,false,NONE
K242500:action,K242500,action,TREATMENT_OR_PROCEDURE_PLANNING;MONITORING_OR_FOLLOW_UP,TREATMENT_OR_PROCEDURE_PLANNING;MONITORING_OR_FOLLOW_UP,CODED,false,NONE
K242500:component_status,K242500,component_status,SINGLE,SINGLE,CODED,false,NONE
K242511:input,K242511,input,MEDICAL_IMAGE;AUDIO_OR_VIDEO,MEDICAL_IMAGE;AUDIO_OR_VIDEO,CODED,false,NONE
K242511:output,K242511,output,MEASUREMENT_OR_QUANTIFICATION;DETECTION_OR_ALERT;SEGMENTATION_OR_LOCALIZATION;OTHER,MEASUREMENT_OR_QUANTIFICATION;DETECTION_OR_ALERT;SEGMENTATION_OR_LOCALIZATION;OTHER,CODED,false,NONE
K242511:user,K242511,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K242511:setting,K242511,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K242511:action,K242511,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K242511:component_status,K242511,component_status,MULTIPLE,MULTIPLE,CODED,false,NONE
K242522:input,K242522,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K242522:output,K242522,output,DETECTION_OR_ALERT;SEGMENTATION_OR_LOCALIZATION,DETECTION_OR_ALERT;SEGMENTATION_OR_LOCALIZATION,CODED,false,NONE
K242522:user,K242522,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K242522:setting,K242522,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K242522:action,K242522,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K242522:component_status,K242522,component_status,SINGLE,SINGLE,CODED,false,NONE
K242523:input,K242523,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K242523:output,K242523,output,MEASUREMENT_OR_QUANTIFICATION;OTHER,MEASUREMENT_OR_QUANTIFICATION;OTHER,CODED,false,NONE
K242523:user,K242523,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K242523:setting,K242523,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K242523:action,K242523,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K242523:component_status,K242523,component_status,MULTIPLE,MULTIPLE,CODED,false,NONE
K242551:input,K242551,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K242551:output,K242551,output,MEASUREMENT_OR_QUANTIFICATION,MEASUREMENT_OR_QUANTIFICATION,CODED,false,NONE
K242551:user,K242551,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K242551:setting,K242551,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K242551:action,K242551,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K242551:component_status,K242551,component_status,SINGLE,SINGLE,CODED,false,NONE
K242583:input,K242583,input,PHYSIOLOGICAL_SIGNAL,PHYSIOLOGICAL_SIGNAL,CODED,false,NONE
K242583:output,K242583,output,DETECTION_OR_ALERT;CLASSIFICATION_OR_DIAGNOSIS;DOCUMENTATION_OR_SUMMARY,DETECTION_OR_ALERT;CLASSIFICATION_OR_DIAGNOSIS;DOCUMENTATION_OR_SUMMARY,CODED,false,NONE
K242583:user,K242583,user,TECHNOLOGIST_OR_OPERATOR;OTHER_CLINICIAN;OTHER_PHYSICIAN,TECHNOLOGIST_OR_OPERATOR;OTHER_CLINICIAN;OTHER_PHYSICIAN,CODED,false,NONE
K242583:setting,K242583,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K242583:action,K242583,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K242583:component_status,K242583,component_status,SINGLE,SINGLE,CODED,false,NONE
K242594:input,K242594,input,MEDICAL_IMAGE;AUDIO_OR_VIDEO,MEDICAL_IMAGE;AUDIO_OR_VIDEO,CODED,false,NONE
K242594:output,K242594,output,MEASUREMENT_OR_QUANTIFICATION;SEGMENTATION_OR_LOCALIZATION;OTHER,MEASUREMENT_OR_QUANTIFICATION;SEGMENTATION_OR_LOCALIZATION;OTHER,CODED,false,NONE
K242594:user,K242594,user,RADIOLOGIST;OTHER_PHYSICIAN;TECHNOLOGIST_OR_OPERATOR,RADIOLOGIST;OTHER_PHYSICIAN;TECHNOLOGIST_OR_OPERATOR,CODED,false,NONE
K242594:setting,K242594,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K242594:action,K242594,action,INTERPRETATION_OR_DIAGNOSIS;WORKFLOW_OR_DOCUMENTATION,INTERPRETATION_OR_DIAGNOSIS;WORKFLOW_OR_DOCUMENTATION,CODED,false,NONE
K242594:component_status,K242594,component_status,SINGLE,SINGLE,CODED,false,NONE
K242600:input,K242600,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K242600:output,K242600,output,DETECTION_OR_ALERT;SEGMENTATION_OR_LOCALIZATION,DETECTION_OR_ALERT;SEGMENTATION_OR_LOCALIZATION,CODED,false,NONE
K242600:user,K242600,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K242600:setting,K242600,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K242600:action,K242600,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K242600:component_status,K242600,component_status,SINGLE,SINGLE,CODED,false,NONE
K242607:input,K242607,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K242607:output,K242607,output,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;DOCUMENTATION_OR_SUMMARY,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;DOCUMENTATION_OR_SUMMARY,CODED,false,NONE
K242607:user,K242607,user,RADIOLOGIST,RADIOLOGIST,CODED,false,NONE
K242607:setting,K242607,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K242607:action,K242607,action,INTERPRETATION_OR_DIAGNOSIS;WORKFLOW_OR_DOCUMENTATION,INTERPRETATION_OR_DIAGNOSIS;WORKFLOW_OR_DOCUMENTATION,CODED,false,NONE
K242607:component_status,K242607,component_status,SINGLE,SINGLE,CODED,false,NONE
K242624:input,K242624,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K242624:output,K242624,output,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION,CODED,false,NONE
K242624:user,K242624,user,NOT_STATED,NOT_STATED,NOT_STATED,true,FIELD_NOT_STATED
K242624:setting,K242624,setting,DIAGNOSTIC_INTERPRETATION;PROCEDURAL_OR_OPERATING_ROOM,DIAGNOSTIC_INTERPRETATION;PROCEDURAL_OR_OPERATING_ROOM,CODED,false,NONE
K242624:action,K242624,action,INTERPRETATION_OR_DIAGNOSIS;TREATMENT_OR_PROCEDURE_PLANNING,INTERPRETATION_OR_DIAGNOSIS;TREATMENT_OR_PROCEDURE_PLANNING,CODED,false,NONE
K242624:component_status,K242624,component_status,MULTIPLE,MULTIPLE,CODED,false,NONE
K242652:input,K242652,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K242652:output,K242652,output,DETECTION_OR_ALERT;SEGMENTATION_OR_LOCALIZATION;CLASSIFICATION_OR_DIAGNOSIS;RISK_SCORE_OR_PREDICTION,DETECTION_OR_ALERT;SEGMENTATION_OR_LOCALIZATION;CLASSIFICATION_OR_DIAGNOSIS;RISK_SCORE_OR_PREDICTION,CODED,false,NONE
K242652:user,K242652,user,OTHER_PHYSICIAN,OTHER_PHYSICIAN,CODED,false,NONE
K242652:setting,K242652,setting,SCREENING,SCREENING,CODED,false,NONE
K242652:action,K242652,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K242652:component_status,K242652,component_status,SINGLE,SINGLE,CODED,false,NONE
K242683:input,K242683,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K242683:output,K242683,output,DETECTION_OR_ALERT;SEGMENTATION_OR_LOCALIZATION;CLASSIFICATION_OR_DIAGNOSIS,DETECTION_OR_ALERT;SEGMENTATION_OR_LOCALIZATION;CLASSIFICATION_OR_DIAGNOSIS,CODED,false,NONE
K242683:user,K242683,user,RADIOLOGIST;OTHER_PHYSICIAN,RADIOLOGIST;OTHER_PHYSICIAN,CODED,false,NONE
K242683:setting,K242683,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K242683:action,K242683,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K242683:component_status,K242683,component_status,SINGLE,SINGLE,CODED,false,NONE
K242729:input,K242729,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K242729:output,K242729,output,SEGMENTATION_OR_LOCALIZATION,SEGMENTATION_OR_LOCALIZATION,CODED,false,NONE
K242729:user,K242729,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K242729:setting,K242729,setting,PROCEDURAL_OR_OPERATING_ROOM,PROCEDURAL_OR_OPERATING_ROOM,CODED,false,NONE
K242729:action,K242729,action,TREATMENT_OR_PROCEDURE_PLANNING,TREATMENT_OR_PROCEDURE_PLANNING,CODED,false,NONE
K242729:component_status,K242729,component_status,SINGLE,SINGLE,CODED,false,NONE
K242737:input,K242737,input,PHYSIOLOGICAL_SIGNAL,PHYSIOLOGICAL_SIGNAL,CODED,false,NONE
K242737:output,K242737,output,MEASUREMENT_OR_QUANTIFICATION,MEASUREMENT_OR_QUANTIFICATION,CODED,false,NONE
K242737:user,K242737,user,OTHER_CLINICIAN;OTHER,OTHER_CLINICIAN;OTHER,CODED,false,NONE
K242737:setting,K242737,setting,HOME_OR_CONSUMER;MONITORING,HOME_OR_CONSUMER;MONITORING,CODED,false,NONE
K242737:action,K242737,action,MONITORING_OR_FOLLOW_UP,MONITORING_OR_FOLLOW_UP,CODED,false,NONE
K242737:component_status,K242737,component_status,SINGLE,SINGLE,CODED,false,NONE
K242745:input,K242745,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K242745:output,K242745,output,SEGMENTATION_OR_LOCALIZATION,SEGMENTATION_OR_LOCALIZATION,CODED,false,NONE
K242745:user,K242745,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K242745:setting,K242745,setting,PROCEDURAL_OR_OPERATING_ROOM,PROCEDURAL_OR_OPERATING_ROOM,CODED,false,NONE
K242745:action,K242745,action,TREATMENT_OR_PROCEDURE_PLANNING,TREATMENT_OR_PROCEDURE_PLANNING,CODED,false,NONE
K242745:component_status,K242745,component_status,SINGLE,SINGLE,CODED,false,NONE
K242748:input,K242748,input,CLINICAL_TABULAR_OR_TEXT,CLINICAL_TABULAR_OR_TEXT,CODED,false,NONE
K242748:output,K242748,output,RECOMMENDATION_OR_PLANNING;OTHER,RECOMMENDATION_OR_PLANNING;OTHER,CODED,false,NONE
K242748:user,K242748,user,OTHER_PHYSICIAN;OTHER_CLINICIAN,OTHER_PHYSICIAN;OTHER_CLINICIAN,CODED,false,NONE
K242748:setting,K242748,setting,PROCEDURAL_OR_OPERATING_ROOM,PROCEDURAL_OR_OPERATING_ROOM,CODED,false,NONE
K242748:action,K242748,action,TREATMENT_OR_PROCEDURE_PLANNING;WORKFLOW_OR_DOCUMENTATION,TREATMENT_OR_PROCEDURE_PLANNING;WORKFLOW_OR_DOCUMENTATION,CODED,false,NONE
K242748:component_status,K242748,component_status,MULTIPLE,MULTIPLE,CODED,false,NONE
K242781:input,K242781,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K242781:output,K242781,output,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION,CODED,false,NONE
K242781:user,K242781,user,OTHER_CLINICIAN;OTHER_PHYSICIAN,OTHER_CLINICIAN;OTHER_PHYSICIAN,CODED,false,NONE
K242781:setting,K242781,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K242781:action,K242781,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K242781:component_status,K242781,component_status,SINGLE,SINGLE,CODED,false,NONE
K242798:input,K242798,input,AUDIO_OR_VIDEO,AUDIO_OR_VIDEO,CODED,false,NONE
K242798:output,K242798,output,MEASUREMENT_OR_QUANTIFICATION;DETECTION_OR_ALERT,MEASUREMENT_OR_QUANTIFICATION;DETECTION_OR_ALERT,CODED,false,NONE
K242798:user,K242798,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K242798:setting,K242798,setting,PROCEDURAL_OR_OPERATING_ROOM;MONITORING,PROCEDURAL_OR_OPERATING_ROOM;MONITORING,CODED,false,NONE
K242798:action,K242798,action,MONITORING_OR_FOLLOW_UP,MONITORING_OR_FOLLOW_UP,CODED,false,NONE
K242798:component_status,K242798,component_status,SINGLE,SINGLE,CODED,false,NONE
K242800:input,K242800,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K242800:output,K242800,output,MEASUREMENT_OR_QUANTIFICATION,MEASUREMENT_OR_QUANTIFICATION,CODED,false,NONE
K242800:user,K242800,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K242800:setting,K242800,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K242800:action,K242800,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K242800:component_status,K242800,component_status,SINGLE,SINGLE,CODED,false,NONE
K242807:input,K242807,input,AUDIO_OR_VIDEO,AUDIO_OR_VIDEO,CODED,false,NONE
K242807:output,K242807,output,RECOMMENDATION_OR_PLANNING;CONTROL_OR_AUTOMATION;OTHER,RECOMMENDATION_OR_PLANNING;CONTROL_OR_AUTOMATION;OTHER,CODED,false,NONE
K242807:user,K242807,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K242807:setting,K242807,setting,OTHER,OTHER,CODED,false,NONE
K242807:action,K242807,action,WORKFLOW_OR_DOCUMENTATION,WORKFLOW_OR_DOCUMENTATION,CODED,false,NONE
K242807:component_status,K242807,component_status,SINGLE,SINGLE,CODED,false,NONE
K242821:input,K242821,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K242821:output,K242821,output,DETECTION_OR_ALERT,DETECTION_OR_ALERT,CODED,false,NONE
K242821:user,K242821,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K242821:setting,K242821,setting,ACUTE_TRIAGE_OR_EMERGENCY,ACUTE_TRIAGE_OR_EMERGENCY,CODED,false,NONE
K242821:action,K242821,action,TRIAGE_OR_PRIORITIZATION,TRIAGE_OR_PRIORITIZATION,CODED,false,NONE
K242821:component_status,K242821,component_status,SINGLE,SINGLE,CODED,false,NONE
K242822:input,K242822,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K242822:output,K242822,output,SEGMENTATION_OR_LOCALIZATION;RECOMMENDATION_OR_PLANNING,SEGMENTATION_OR_LOCALIZATION;RECOMMENDATION_OR_PLANNING,CODED,false,NONE
K242822:user,K242822,user,OTHER_PHYSICIAN;OTHER_CLINICIAN,OTHER_PHYSICIAN;OTHER_CLINICIAN,CODED,false,NONE
K242822:setting,K242822,setting,PROCEDURAL_OR_OPERATING_ROOM,PROCEDURAL_OR_OPERATING_ROOM,CODED,false,NONE
K242822:action,K242822,action,TREATMENT_OR_PROCEDURE_PLANNING,TREATMENT_OR_PROCEDURE_PLANNING,CODED,false,NONE
K242822:component_status,K242822,component_status,MULTIPLE,MULTIPLE,CODED,false,NONE
K242825:input,K242825,input,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K242825:output,K242825,output,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K242825:user,K242825,user,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K242825:setting,K242825,setting,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K242825:action,K242825,action,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K242825:component_status,K242825,component_status,UNCERTAIN,UNCERTAIN,UNCERTAIN,true,AI_ATTRIBUTION_BARRIER
K242830:input,K242830,input,MEDICAL_IMAGE;AUDIO_OR_VIDEO,MEDICAL_IMAGE;AUDIO_OR_VIDEO,CODED,false,NONE
K242830:output,K242830,output,MEASUREMENT_OR_QUANTIFICATION,MEASUREMENT_OR_QUANTIFICATION,CODED,false,NONE
K242830:user,K242830,user,PATIENT_OR_CAREGIVER;OTHER_CLINICIAN,PATIENT_OR_CAREGIVER;OTHER_CLINICIAN,CODED,false,NONE
K242830:setting,K242830,setting,HOME_OR_CONSUMER;LABORATORY;DIAGNOSTIC_INTERPRETATION,HOME_OR_CONSUMER;LABORATORY;DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K242830:action,K242830,action,INTERPRETATION_OR_DIAGNOSIS;PATIENT_SELF_MANAGEMENT,INTERPRETATION_OR_DIAGNOSIS;PATIENT_SELF_MANAGEMENT,CODED,false,NONE
K242830:component_status,K242830,component_status,SINGLE,SINGLE,CODED,false,NONE
K242837:input,K242837,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K242837:output,K242837,output,DETECTION_OR_ALERT,DETECTION_OR_ALERT,CODED,false,NONE
K242837:user,K242837,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K242837:setting,K242837,setting,ACUTE_TRIAGE_OR_EMERGENCY,ACUTE_TRIAGE_OR_EMERGENCY,CODED,false,NONE
K242837:action,K242837,action,TRIAGE_OR_PRIORITIZATION,TRIAGE_OR_PRIORITIZATION,CODED,false,NONE
K242837:component_status,K242837,component_status,SINGLE,SINGLE,CODED,false,NONE
K242838:input,K242838,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K242838:output,K242838,output,MEASUREMENT_OR_QUANTIFICATION;DETECTION_OR_ALERT,MEASUREMENT_OR_QUANTIFICATION;DETECTION_OR_ALERT,CODED,false,NONE
K242838:user,K242838,user,RADIOLOGIST;OTHER_PHYSICIAN;TECHNOLOGIST_OR_OPERATOR,RADIOLOGIST;OTHER_PHYSICIAN;TECHNOLOGIST_OR_OPERATOR,CODED,false,NONE
K242838:setting,K242838,setting,DIAGNOSTIC_INTERPRETATION;ACUTE_TRIAGE_OR_EMERGENCY,DIAGNOSTIC_INTERPRETATION;ACUTE_TRIAGE_OR_EMERGENCY,CODED,false,NONE
K242838:action,K242838,action,INTERPRETATION_OR_DIAGNOSIS;TRIAGE_OR_PRIORITIZATION,INTERPRETATION_OR_DIAGNOSIS;TRIAGE_OR_PRIORITIZATION,CODED,false,NONE
K242838:component_status,K242838,component_status,MULTIPLE,MULTIPLE,CODED,false,NONE
K242919:input,K242919,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K242919:output,K242919,output,DETECTION_OR_ALERT;SEGMENTATION_OR_LOCALIZATION,DETECTION_OR_ALERT;SEGMENTATION_OR_LOCALIZATION,CODED,false,NONE
K242919:user,K242919,user,RADIOLOGIST,RADIOLOGIST,CODED,false,NONE
K242919:setting,K242919,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K242919:action,K242919,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K242919:component_status,K242919,component_status,SINGLE,SINGLE,CODED,false,NONE
K242925:input,K242925,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
